ダウンロードした時刻：2025/08/14 04:19:52

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2016/5/7,21.2,8,1,0.0,0,8,1,61,8,1,25.91,8,1,7.3,8,1,4.3,8,1
2016/5/8,21.3,8,1,0,1,8,1,40,8,1,26.70,8,1,7.5,8,1,4.0,8,1
2016/5/9,18.5,8,1,19.0,0,8,1,80,8,1,7.92,5,1,10.0,8,1,3.2,8,1
2016/5/10,18.4,8,1,6.0,0,8,1,91,8,1,8.67,8,1,10.0,8,1,2.8,8,1
2016/5/11,21.4,8,1,5.5,0,8,1,81,8,1,11.60,8,1,10.0,8,1,4.8,8,1
2016/5/12,21.7,8,1,0,1,8,1,53,8,1,29.45,8,1,2.5,8,1,3.4,8,1
2016/5/13,21.2,8,1,0,1,8,1,62,8,1,29.18,8,1,5.5,8,1,2.9,8,1
2016/5/14,19.8,8,1,0,1,8,1,60,8,1,23.40,8,1,8.8,8,1,3.2,8,1
2016/5/15,17.6,8,1,0,1,8,1,63,8,1,27.54,8,1,8.8,8,1,2.9,8,1
2016/5/16,19.0,8,1,0,1,8,1,69,8,1,12.58,8,1,9.0,8,1,4.1,8,1
2016/5/17,18.3,8,1,31.5,0,8,1,95,8,1,2.25,8,1,10.0,8,1,3.5,8,1
2016/5/18,20.0,8,1,0,1,8,1,51,8,1,29.87,8,1,1.3,8,1,2.7,8,1
2016/5/19,19.3,8,1,0,1,8,1,49,8,1,27.18,8,1,5.0,8,1,3.2,8,1
2016/5/20,17.2,8,1,0,1,8,1,63,8,1,15.62,8,1,10.0,8,1,2.8,8,1
2016/5/21,19.1,8,1,0.0,0,8,1,63,8,1,26.91,8,1,2.8,8,1,2.4,8,1
2016/5/22,22.4,8,1,0,1,8,1,48,8,1,27.70,8,1,2.5,8,1,2.7,8,1
2016/5/23,23.5,8,1,0,1,8,1,45,8,1,25.29,8,1,4.0,8,1,2.4,8,1
2016/5/24,23.4,8,1,0,1,8,1,53,8,1,22.10,8,1,9.5,8,1,3.6,8,1
2016/5/25,22.2,8,1,0.0,0,8,1,70,8,1,9.64,8,1,10.0,8,1,5.1,8,1
2016/5/26,23.0,8,1,0,1,8,1,74,8,1,14.33,8,1,6.8,8,1,4.5,8,1
2016/5/27,19.4,8,1,36.5,0,8,1,90,8,1,6.96,8,1,9.5,8,1,3.1,8,1
2016/5/28,19.3,8,1,0,1,8,1,80,8,1,11.59,8,1,7.5,8,1,1.7,8,1
2016/5/29,21.7,8,1,0.0,0,8,1,71,8,1,25.91,8,1,6.3,8,1,3.0,8,1
2016/5/30,17.4,8,1,23.0,0,8,1,92,8,1,5.90,8,1,10.0,8,1,2.4,8,1
2016/5/31,20.4,8,1,0,1,8,1,79,8,1,20.78,8,1,10.0,8,1,3.0,8,1
2016/6/1,21.5,8,1,0,1,8,1,53,8,1,19.58,8,1,10.0,8,1,3.3,8,1
2016/6/2,20.7,8,1,0,1,8,1,33,8,1,29.80,8,1,0.3,8,1,4.8,5,1
2016/6/3,19.4,8,1,0,1,8,1,49,8,1,28.19,8,1,2.0,8,1,4.0,8,1
2016/6/4,21.7,8,1,0.0,0,8,1,63,8,1,22.05,8,1,10.0,8,1,4.5,8,1
2016/6/5,19.3,8,1,3.0,0,8,1,78,8,1,11.92,8,1,7.0,8,1,2.8,8,1
2016/6/6,20.0,8,1,0,1,8,1,76,8,1,10.78,8,1,10.0,8,1,2.6,8,1
2016/6/7,19.6,8,1,0.5,0,8,1,83,8,1,3.62,8,1,10.0,8,1,2.0,8,1
2016/6/8,21.9,8,1,0.0,0,8,1,72,8,1,21.78,8,1,10.0,8,1,3.1,8,1
2016/6/9,21.2,8,1,6.5,0,8,1,97,8,1,5.77,8,1,10.0,8,1,1.9,8,1
2016/6/10,23.5,8,1,0,1,8,1,70,8,1,24.13,8,1,4.5,8,1,2.9,8,1
2016/6/11,23.5,8,1,0,1,8,1,65,8,1,25.95,8,1,5.3,8,1,3.2,8,1
2016/6/12,23.9,8,1,0.0,0,8,1,70,8,1,20.79,8,1,10.0,8,1,3.1,8,1
2016/6/13,19.8,8,1,98.5,0,8,1,98,8,1,3.46,8,1,10.0,8,1,3.6,8,1
2016/6/14,22.2,8,1,0,1,8,1,70,8,1,16.95,8,1,9.3,8,1,3.0,8,1
2016/6/15,20.8,8,1,0.0,0,8,1,81,8,1,3.85,8,1,10.0,8,1,2.8,8,1
2016/6/16,22.1,8,1,7.5,0,8,1,83,8,1,8.14,8,1,10.0,8,1,3.4,8,1
2016/6/17,24.2,8,1,2.5,0,8,1,80,8,1,24.47,8,1,6.3,8,1,2.5,8,1
2016/6/18,26.7,8,1,0,1,8,1,50,8,1,28.94,8,1,3.3,8,1,3.4,8,1
2016/6/19,24.3,8,1,5.0,0,8,1,71,8,1,16.00,8,1,10.0,8,1,4.0,8,1
2016/6/20,24.3,8,1,4.0,0,8,1,82,8,1,19.01,8,1,10.0,8,1,2.1,8,1
2016/6/21,22.7,8,1,10.0,0,8,1,88,8,1,7.71,8,1,9.0,8,1,1.9,8,1
2016/6/22,22.7,8,1,0.5,0,8,1,88,5,1,3.65,8,1,10.0,8,1,2.5,8,1
2016/6/23,23.0,8,1,9.5,0,8,1,85,4,1,7.71,8,1,8.8,8,1,2.2,8,1
2016/6/24,22.7,8,1,1.5,0,8,1,84,8,1,6.84,8,1,10.0,8,1,2.9,8,1
2016/6/25,25.4,8,1,1.0,0,8,1,79,8,1,7.98,8,1,10.0,8,1,3.8,8,1
2016/6/26,25.5,8,1,0,1,8,1,61,8,1,24.36,8,1,8.0,8,1,2.7,8,1
2016/6/27,24.4,8,1,0,1,8,1,66,8,1,27.24,8,1,5.0,8,1,3.2,8,1
2016/6/28,19.1,8,1,23.0,0,8,1,95,8,1,3.35,8,1,10.0,8,1,2.0,8,1
2016/6/29,21.5,8,1,0.5,0,8,1,87,8,1,5.88,8,1,10.0,8,1,1.9,8,1
2016/6/30,23.0,8,1,1.0,0,8,1,89,8,1,9.32,8,1,10.0,8,1,1.7,8,1
2016/7/1,25.6,8,1,0,1,8,1,83,8,1,15.25,8,1,10.0,8,1,2.3,8,1
2016/7/2,27.0,8,1,0.0,0,8,1,79,8,1,21.04,8,1,9.5,8,1,3.0,8,1
2016/7/3,29.2,8,1,0,1,8,1,71,8,1,22.66,8,1,9.0,8,1,3.3,8,1
2016/7/4,27.8,8,1,1.5,0,8,1,75,8,1,20.90,8,1,3.3,8,1,2.4,8,1
2016/7/5,21.7,8,1,0.0,0,8,1,81,8,1,3.82,8,1,10.0,8,1,3.1,8,1
2016/7/6,23.1,8,1,0,1,8,1,84,8,1,11.98,8,1,7.5,8,1,2.6,8,1
2016/7/7,27.4,8,1,0,1,8,1,73,8,1,27.12,8,1,4.8,8,1,3.0,8,1
2016/7/8,25.3,8,1,0.0,0,8,1,77,8,1,14.82,8,1,10.0,8,1,2.3,8,1
2016/7/9,22.4,8,1,12.5,0,8,1,95,8,1,3.70,8,1,10.0,8,1,3.0,8,1
2016/7/10,25.6,8,1,0,1,8,1,79,8,1,25.75,8,1,7.0,8,1,2.6,8,1
2016/7/11,28.0,8,1,0,1,8,1,68,8,1,26.83,8,1,3.5,8,1,2.8,8,1
2016/7/12,27.1,8,1,0,1,8,1,77,8,1,20.86,8,1,7.8,8,1,3.1,8,1
2016/7/13,25.1,8,1,2.0,0,8,1,94,8,1,5.48,8,1,10.0,8,1,1.7,8,1
2016/7/14,25.9,8,1,21.0,0,8,1,88,8,1,16.46,8,1,9.5,8,1,2.4,8,1
2016/7/15,22.2,8,1,5.5,0,8,1,94,8,1,3.20,8,1,10.0,8,1,2.6,8,1
2016/7/16,24.1,8,1,0,1,8,1,79,8,1,14.76,8,1,10.0,8,1,2.4,8,1
2016/7/17,25.9,8,1,0.0,0,8,1,86,8,1,6.98,8,1,10.0,8,1,1.8,8,1
2016/7/18,28.7,8,1,0.0,0,8,1,76,8,1,22.82,8,1,8.3,8,1,2.7,8,1
2016/7/19,27.3,8,1,5.0,0,8,1,77,8,1,18.41,8,1,6.8,8,1,2.8,8,1
2016/7/20,26.3,8,1,1.0,0,8,1,76,8,1,17.80,8,1,8.5,8,1,3.3,8,1
2016/7/21,21.8,8,1,28.5,0,8,1,96,8,1,3.82,8,1,10.0,8,1,2.5,8,1
2016/7/22,21.4,8,1,3.5,0,8,1,86,8,1,4.17,8,1,10.0,8,1,2.6,8,1
2016/7/23,22.4,8,1,0,1,8,1,70,8,1,15.45,8,1,10.0,8,1,2.6,8,1
2016/7/24,23.9,8,1,0,1,8,1,73,8,1,20.61,8,1,8.5,8,1,2.4,8,1
2016/7/25,24.7,8,1,0,1,8,1,77,8,1,10.99,8,1,9.5,8,1,2.2,8,1
2016/7/26,23.8,8,1,1.0,0,8,1,86,8,1,7.73,8,1,10.0,8,1,2.9,8,1
2016/7/27,24.5,8,1,0.0,0,8,1,84,8,1,7.95,8,1,10.0,8,1,3.0,8,1
2016/7/28,26.5,8,1,0,1,8,1,78,8,1,17.50,8,1,9.3,8,1,2.9,8,1
2016/7/29,27.2,8,1,0,1,8,1,73,8,1,24.79,8,1,3.0,8,1,3.1,8,1
2016/7/30,27.2,8,1,0,1,8,1,74,8,1,23.72,8,1,1.3,8,1,2.5,8,1
2016/7/31,27.5,8,1,0.0,0,8,1,76,8,1,17.74,8,1,6.5,8,1,3.0,8,1
2016/8/1,27.4,8,1,2.0,0,8,1,79,8,1,11.90,8,1,9.5,8,1,2.4,8,1
2016/8/2,25.9,8,1,27.0,0,8,1,89,8,1,11.34,8,1,10.0,8,1,2.4,8,1
2016/8/3,26.8,8,1,16.0,0,8,1,84,8,1,17.43,8,1,10.0,8,1,2.5,8,1
2016/8/4,28.1,8,1,0,1,8,1,78,8,1,21.90,8,1,4.8,8,1,2.9,8,1
2016/8/5,28.7,8,1,0,1,8,1,76,8,1,24.34,8,1,3.8,8,1,3.1,8,1
2016/8/6,29.1,8,1,0,1,8,1,76,8,1,22.30,8,1,4.8,8,1,2.7,8,1
2016/8/7,28.6,8,1,0,1,8,1,70,8,1,25.66,8,1,2.5,8,1,2.9,8,1
2016/8/8,28.5,8,1,0.0,0,8,1,68,8,1,15.52,8,1,9.3,8,1,3.4,8,1
2016/8/9,31.9,8,1,0,1,8,1,52,8,1,23.34,8,1,7.0,8,1,3.6,8,1
2016/8/10,29.1,8,1,0,1,8,1,66,8,1,17.45,8,1,6.0,8,1,3.1,8,1
2016/8/11,27.3,8,1,0.0,0,8,1,65,8,1,17.12,8,1,9.8,8,1,2.5,8,1
2016/8/12,26.7,8,1,0,1,8,1,70,8,1,19.51,8,1,9.0,8,1,2.9,8,1
2016/8/13,26.5,8,1,0.0,0,8,1,68,8,1,20.26,8,1,8.3,8,1,2.7,8,1
2016/8/14,26.0,8,1,0.0,0,8,1,68,8,1,17.96,8,1,10.0,8,1,2.6,8,1
2016/8/15,26.6,8,1,0.5,0,8,1,77,8,1,8.54,8,1,10.0,8,1,3.5,8,1
2016/8/16,26.9,8,1,33.0,0,8,1,83,8,1,13.29,8,1,9.0,8,1,3.1,8,1
2016/8/17,28.7,8,1,14.0,0,8,1,79,8,1,24.16,8,1,7.3,8,1,5.0,8,1
2016/8/18,26.9,8,1,67.0,0,8,1,92,8,1,7.40,8,1,10.0,8,1,2.1,8,1
2016/8/19,27.6,8,1,5.0,0,8,1,81,8,1,19.77,8,1,9.3,8,1,3.4,8,1
2016/8/20,25.7,8,1,82.0,0,8,1,94,8,1,9.06,8,1,9.8,8,1,2.4,8,1
2016/8/21,27.9,8,1,0.0,0,8,1,83,8,1,21.00,8,1,9.5,8,1,3.2,8,1
2016/8/22,25.7,8,1,106.5,0,8,1,96,8,1,1.73,8,1,10.0,8,1,4.6,8,1
2016/8/23,26.8,8,1,0.5,0,8,1,86,8,1,11.74,8,1,10.0,8,1,2.8,8,1
2016/8/24,26.5,8,1,0.0,0,8,1,83,8,1,10.21,8,1,8.0,8,1,2.3,8,1
2016/8/25,28.0,8,1,0,1,8,1,76,8,1,24.50,8,1,4.0,8,1,3.0,8,1
2016/8/26,28.3,8,1,0,1,8,1,76,8,1,21.61,8,1,5.0,8,1,2.9,8,1
2016/8/27,24.3,8,1,2.0,0,8,1,87,8,1,3.35,8,1,9.0,8,1,3.2,8,1
2016/8/28,22.6,8,1,2.0,0,8,1,87,8,1,4.30,8,1,10.0,8,1,2.8,8,1
2016/8/29,25.6,8,1,16.0,0,8,1,92,8,1,12.28,8,1,9.3,8,1,2.9,8,1
2016/8/30,25.1,8,1,40.5,0,8,1,88,8,1,8.69,8,1,7.8,8,1,3.8,8,1
2016/8/31,26.8,8,1,0,1,8,1,62,8,1,22.20,8,1,0.3,8,1,5.3,8,1
2016/9/1,27.0,8,1,0,1,8,1,68,8,1,21.76,8,1,1.5,8,1,2.5,8,1
2016/9/2,26.7,8,1,0.0,0,8,1,76,8,1,12.56,8,1,4.8,8,1,2.5,8,1
2016/9/3,27.2,8,1,0.0,0,8,1,77,8,1,20.40,8,1,8.3,8,1,2.9,8,1
2016/9/4,26.7,8,1,3.0,0,8,1,84,8,1,14.84,8,1,7.3,8,1,2.4,8,1
2016/9/5,28.4,8,1,0.0,0,8,1,76,8,1,20.64,8,1,6.3,8,1,3.7,8,1
2016/9/6,28.8,8,1,0.0,0,8,1,74,8,1,19.32,8,1,8.0,8,1,4.1,8,1
